;0;1
0;noNeed;
1;noNeed;
2;simulation_time;66.58
3;agents_distance_walked;{86: 73.78842781998398}
4;average_distance_walked;73.78842781998398
5;agents_speeds;{86: 1.1082671646137576}
6;average_speed;1.1082671646137576
7;average_density;1.0
8;average_time;66.58
9;new_metric;2.569504031463409
10;cassol_metric;2.0700199153615175
11;normalized_total_simulation_time;66.58
12;normalized_average_simulation_time;66.58
13;normalized_average_speed;1.1082671646137576
14;normalized_average_distance_walked;73.78842781998398
15;minimum_simulation_time;66.58
16;maximum_average_density;1.0
17;maximum_average_density_frame;0
18;maximum_cell_density;1
19;maximum_cell_density_frame;2192
20;maximum_cell_density_id;5-15
21;maximum_agent_speed;1.2000000000001056
22;minimum_agent_speed;0.18939400214788932
23;maximum_distance_walked;73.78842781998398
24;minimum_distance_walked;73.78842781998398
