;0;1
0;noNeed;
1;noNeed;
2;simulation_time;64.26
3;agents_distance_walked;{7: 71.30901060941105}
4;average_distance_walked;71.30901060941105
5;agents_speeds;{7: 1.1096951542080773}
6;average_speed;1.1096951542080773
7;average_density;1.0
8;average_time;64.26
9;new_metric;2.568983075596899
10;cassol_metric;2.070101986362047
11;normalized_total_simulation_time;64.26
12;normalized_average_simulation_time;64.26
13;normalized_average_speed;1.1096951542080773
14;normalized_average_distance_walked;71.30901060941105
15;minimum_simulation_time;64.26
16;maximum_average_density;1.0
17;maximum_average_density_frame;0
18;maximum_cell_density;1
19;maximum_cell_density_frame;2069
20;maximum_cell_density_id;5-15
21;maximum_agent_speed;1.20000000000011
22;minimum_agent_speed;0.25433683552228387
23;maximum_distance_walked;71.30901060941105
24;minimum_distance_walked;71.30901060941105
