;0;1
0;noNeed;
1;noNeed;
2;simulation_time;29.44
3;agents_distance_walked;{49: 33.980492610401654}
4;average_distance_walked;33.980492610401654
5;agents_speeds;{49: 1.1542286892120126}
6;average_speed;1.1542286892120126
7;average_density;1.0
8;average_time;29.44
9;new_metric;2.5461581979105
10;cassol_metric;2.0679163513902807
11;normalized_total_simulation_time;29.44
12;normalized_average_simulation_time;29.44
13;normalized_average_speed;1.1542286892120126
14;normalized_average_distance_walked;33.980492610401654
15;minimum_simulation_time;29.44
16;maximum_average_density;1.0
17;maximum_average_density_frame;0
18;maximum_cell_density;1
19;maximum_cell_density_frame;35
20;maximum_cell_density_id;3-26
21;maximum_agent_speed;1.20000000000009
22;minimum_agent_speed;0.876066420951689
23;maximum_distance_walked;33.980492610401654
24;minimum_distance_walked;33.980492610401654
