;0;1
0;noNeed;
1;noNeed;
2;simulation_time;23.1
3;agents_distance_walked;{4: 26.499946175210873}
4;average_distance_walked;26.499946175210873
5;agents_speeds;{4: 1.1471838171086957}
6;average_speed;1.1471838171086957
7;average_density;1.0
8;average_time;23.1
9;new_metric;2.5049900704532186
10;cassol_metric;2.0426088509447684
11;normalized_total_simulation_time;23.1
12;normalized_average_simulation_time;23.1
13;normalized_average_speed;1.1471838171086957
14;normalized_average_distance_walked;26.499946175210873
15;minimum_simulation_time;23.1
16;maximum_average_density;1.0
17;maximum_average_density_frame;0
18;maximum_cell_density;1
19;maximum_cell_density_frame;205
20;maximum_cell_density_id;1-24
21;maximum_agent_speed;1.2000000000000868
22;minimum_agent_speed;0.8693873022071967
23;maximum_distance_walked;26.499946175210873
24;minimum_distance_walked;26.499946175210873
