;0;1
0;noNeed;
1;noNeed;
2;simulation_time;64.0
3;agents_distance_walked;{7: 71.25617966742414}
4;average_distance_walked;71.25617966742414
5;agents_speeds;{7: 1.113377807303502}
6;average_speed;1.113377807303502
7;average_density;1.0
8;average_time;64.0
9;new_metric;2.572742248794245
10;cassol_metric;2.0731643391596175
11;normalized_total_simulation_time;64.0
12;normalized_average_simulation_time;64.0
13;normalized_average_speed;1.113377807303502
14;normalized_average_distance_walked;71.25617966742414
15;minimum_simulation_time;64.0
16;maximum_average_density;1.0
17;maximum_average_density_frame;0
18;maximum_cell_density;1
19;maximum_cell_density_frame;2064
20;maximum_cell_density_id;5-15
21;maximum_agent_speed;1.2000000000001148
22;minimum_agent_speed;0.21899123230088102
23;maximum_distance_walked;71.25617966742414
24;minimum_distance_walked;71.25617966742414
