;0;1
0;noNeed;
1;noNeed;
2;simulation_time;70.94
3;agents_distance_walked;{5: 78.17773654508068}
4;average_distance_walked;78.17773654508068
5;agents_speeds;{5: 1.1020261706382954}
6;average_speed;1.1020261706382954
7;average_density;1.0
8;average_time;70.94
9;new_metric;2.566203335604427
10;cassol_metric;2.066529536041692
11;normalized_total_simulation_time;70.94
12;normalized_average_simulation_time;70.94
13;normalized_average_speed;1.1020261706382954
14;normalized_average_distance_walked;78.17773654508068
15;minimum_simulation_time;70.94
16;maximum_average_density;1.0
17;maximum_average_density_frame;0
18;maximum_cell_density;1
19;maximum_cell_density_frame;0
20;maximum_cell_density_id;0-1
21;maximum_agent_speed;1.2000000000001072
22;minimum_agent_speed;0.09674481712327174
23;maximum_distance_walked;78.17773654508068
24;minimum_distance_walked;78.17773654508068
