;0;1
0;noNeed;
1;noNeed;
2;simulation_time;20.76
3;agents_distance_walked;{14: 23.9091760378293}
4;average_distance_walked;23.9091760378293
5;agents_speeds;{14: 1.1516944141536272}
6;average_speed;1.1516944141536272
7;average_density;1.0
8;average_time;20.76
9;new_metric;2.4919634904393653
10;cassol_metric;2.036011966216126
11;normalized_total_simulation_time;20.76
12;normalized_average_simulation_time;20.76
13;normalized_average_speed;1.1516944141536272
14;normalized_average_distance_walked;23.9091760378293
15;minimum_simulation_time;20.76
16;maximum_average_density;1.0
17;maximum_average_density_frame;0
18;maximum_cell_density;1
19;maximum_cell_density_frame;0
20;maximum_cell_density_id;2-29
21;maximum_agent_speed;1.2000000000001012
22;minimum_agent_speed;0.8657164230611516
23;maximum_distance_walked;23.9091760378293
24;minimum_distance_walked;23.9091760378293
