;0;1
0;noNeed;
1;noNeed;
2;simulation_time;37.34
3;agents_distance_walked;{16: 42.88867883779046}
4;average_distance_walked;42.88867883779046
5;agents_speeds;{16: 1.1485987905139383}
6;average_speed;1.1485987905139383
7;average_density;1.0
8;average_time;37.34
9;new_metric;2.567388734883581
10;cassol_metric;2.078799072433023
11;normalized_total_simulation_time;37.34
12;normalized_average_simulation_time;37.34
13;normalized_average_speed;1.1485987905139383
14;normalized_average_distance_walked;42.88867883779046
15;minimum_simulation_time;37.34
16;maximum_average_density;1.0
17;maximum_average_density_frame;0
18;maximum_cell_density;1
19;maximum_cell_density_frame;0
20;maximum_cell_density_id;2-2
21;maximum_agent_speed;1.200000000000104
22;minimum_agent_speed;0.858810071914369
23;maximum_distance_walked;42.88867883779046
24;minimum_distance_walked;42.88867883779046
