;0;1
0;noNeed;
1;noNeed;
2;simulation_time;66.14
3;agents_distance_walked;{86: 73.94759396129909}
4;average_distance_walked;73.94759396129909
5;agents_speeds;{86: 1.118046476584504}
6;average_speed;1.118046476584504
7;average_density;1.0
8;average_time;66.14
9;new_metric;2.579740849306686
10;cassol_metric;2.078293376582893
11;normalized_total_simulation_time;66.14
12;normalized_average_simulation_time;66.14
13;normalized_average_speed;1.118046476584504
14;normalized_average_distance_walked;73.94759396129909
15;minimum_simulation_time;66.14
16;maximum_average_density;1.0
17;maximum_average_density_frame;0
18;maximum_cell_density;1
19;maximum_cell_density_frame;2171
20;maximum_cell_density_id;5-15
21;maximum_agent_speed;1.2000000000001216
22;minimum_agent_speed;0.21899123230088102
23;maximum_distance_walked;73.94759396129909
24;minimum_distance_walked;73.94759396129909
