;0;1
0;noNeed;
1;noNeed;
2;simulation_time;66.62
3;agents_distance_walked;{86: 73.91044468555201}
4;average_distance_walked;73.91044468555201
5;agents_speeds;{86: 1.1094332735747825}
6;average_speed;1.1094332735747825
7;average_density;1.0
8;average_time;66.62
9;new_metric;2.570810393863581
10;cassol_metric;2.0710557283199083
11;normalized_total_simulation_time;66.62
12;normalized_average_simulation_time;66.62
13;normalized_average_speed;1.1094332735747825
14;normalized_average_distance_walked;73.91044468555201
15;minimum_simulation_time;66.62
16;maximum_average_density;1.0
17;maximum_average_density_frame;0
18;maximum_cell_density;1
19;maximum_cell_density_frame;2202
20;maximum_cell_density_id;5-15
21;maximum_agent_speed;1.2000000000001168
22;minimum_agent_speed;0.15025274343379783
23;maximum_distance_walked;73.91044468555201
24;minimum_distance_walked;73.91044468555201
