;0;1
0;noNeed;
1;noNeed;
2;simulation_time;67.14
3;agents_distance_walked;{86: 73.87469540753148}
4;average_distance_walked;73.87469540753148
5;agents_speeds;{86: 1.100308242590579}
6;average_speed;1.100308242590579
7;average_density;1.0
8;average_time;67.14
9;new_metric;2.5612639336969196
10;cassol_metric;2.0633183541959106
11;normalized_total_simulation_time;67.14
12;normalized_average_simulation_time;67.14
13;normalized_average_speed;1.100308242590579
14;normalized_average_distance_walked;73.87469540753148
15;minimum_simulation_time;67.14
16;maximum_average_density;1.0
17;maximum_average_density_frame;0
18;maximum_cell_density;1
19;maximum_cell_density_frame;2223
20;maximum_cell_density_id;5-15
21;maximum_agent_speed;1.2000000000001156
22;minimum_agent_speed;0.2518570825221916
23;maximum_distance_walked;73.87469540753148
24;minimum_distance_walked;73.87469540753148
