;0;1
0;noNeed;
1;noNeed;
2;simulation_time;32.26
3;agents_distance_walked;{6: 37.13746979774797}
4;average_distance_walked;37.13746979774797
5;agents_speeds;{6: 1.1511924921806562}
6;average_speed;1.1511924921806562
7;average_density;1.0
8;average_time;32.26
9;new_metric;2.5541639600968735
10;cassol_metric;2.0718295684478627
11;normalized_total_simulation_time;32.26
12;normalized_average_simulation_time;32.26
13;normalized_average_speed;1.1511924921806562
14;normalized_average_distance_walked;37.13746979774797
15;minimum_simulation_time;32.26
16;maximum_average_density;1.0
17;maximum_average_density_frame;0
18;maximum_cell_density;1
19;maximum_cell_density_frame;26
20;maximum_cell_density_id;0-28
21;maximum_agent_speed;1.2000000000000925
22;minimum_agent_speed;0.8949532881316552
23;maximum_distance_walked;37.13746979774797
24;minimum_distance_walked;37.13746979774797
