;0;1
0;noNeed;
1;noNeed;
2;simulation_time;23.06
3;agents_distance_walked;{63: 26.438616478257156}
4;average_distance_walked;26.438616478257156
5;agents_speeds;{63: 1.1465141577735107}
6;average_speed;1.1465141577735107
7;average_density;1.0
8;average_time;23.06
9;new_metric;2.5040531111999083
10;cassol_metric;2.0419213626843535
11;normalized_total_simulation_time;23.06
12;normalized_average_simulation_time;23.06
13;normalized_average_speed;1.1465141577735107
14;normalized_average_distance_walked;26.438616478257156
15;minimum_simulation_time;23.06
16;maximum_average_density;1.0
17;maximum_average_density_frame;0
18;maximum_cell_density;1
19;maximum_cell_density_frame;0
20;maximum_cell_density_id;0-24
21;maximum_agent_speed;1.2000000000000985
22;minimum_agent_speed;0.901627881765406
23;maximum_distance_walked;26.438616478257156
24;minimum_distance_walked;26.438616478257156
