;0;1
0;noNeed;
1;noNeed;
2;simulation_time;55.54
3;agents_distance_walked;{86: 63.24425641799681}
4;average_distance_walked;63.24425641799681
5;agents_speeds;{86: 1.138715455851581}
6;average_speed;1.138715455851581
7;average_density;1.0
8;average_time;55.54
9;new_metric;2.590667792718947
10;cassol_metric;2.0896538884595954
11;normalized_total_simulation_time;55.54
12;normalized_average_simulation_time;55.54
13;normalized_average_speed;1.138715455851581
14;normalized_average_distance_walked;63.24425641799681
15;minimum_simulation_time;55.54
16;maximum_average_density;1.0
17;maximum_average_density_frame;0
18;maximum_cell_density;1
19;maximum_cell_density_frame;1649
20;maximum_cell_density_id;5-15
21;maximum_agent_speed;1.200000000000115
22;minimum_agent_speed;0.1674776262834433
23;maximum_distance_walked;63.24425641799681
24;minimum_distance_walked;63.24425641799681
